country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Madagascar,MG,MDG,450,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,5.989999771,Total,Units,%,Modelled,,,Total
Malawi,MW,MWI,454,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,11.43999958,Female,Units,%,Modelled,,,Total
Malawi,MW,MWI,454,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,5.190000057,Male,Units,%,Modelled,,,Total
Malawi,MW,MWI,454,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,8.340000153,Total,Units,%,Modelled,,,Total
Malaysia,MY,MYS,458,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.05999947,Female,Units,%,Modelled,,,Total
Malaysia,MY,MYS,458,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.75,Male,Units,%,Modelled,,,Total
Malaysia,MY,MYS,458,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,33.47000122,Total,Units,%,Modelled,,,Total
Maldives,MV,MDV,462,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24.31999969,Female,Units,%,Modelled,,,Total
Maldives,MV,MDV,462,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.18000031,Male,Units,%,Modelled,,,Total
Maldives,MV,MDV,462,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,30.049999239999998,Total,Units,%,Modelled,,,Total
Mali,ML,MLI,466,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.43000031,Female,Units,%,Modelled,,,Total
Mali,ML,MLI,466,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.02999973,Male,Units,%,Modelled,,,Total
Mali,ML,MLI,466,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.72000027,Total,Units,%,Modelled,,,Total
Malta,MT,MLT,470,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.45999908,Female,Units,%,Modelled,,,Total
Malta,MT,MLT,470,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,27.37000084,Male,Units,%,Modelled,,,Total
Malta,MT,MLT,470,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,25.47999954,Total,Units,%,Modelled,,,Total
Marshall Islands,MH,MHL,584,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,40.33000183,Female,Units,%,Modelled,,,Total
Marshall Islands,MH,MHL,584,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,39.31999969,Male,Units,%,Modelled,,,Total
Marshall Islands,MH,MHL,584,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,39.79999924,Total,Units,%,Modelled,,,Total
Mauritania,MR,MRT,478,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.86000061,Female,Units,%,Modelled,,,Total
Mauritania,MR,MRT,478,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.89000034,Male,Units,%,Modelled,,,Total
Mauritania,MR,MRT,478,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,21.34000015,Total,Units,%,Modelled,,,Total
Mauritius,MU,MUS,480,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28,Female,Units,%,Modelled,,,Total
Mauritius,MU,MUS,480,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,29.88999939,Male,Units,%,Modelled,,,Total
Mauritius,MU,MUS,480,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.950000760000002,Total,Units,%,Modelled,,,Total
Mexico,MX,MEX,484,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,39.79000092,Female,Units,%,Modelled,,,Total
Mexico,MX,MEX,484,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,40.06999969,Male,Units,%,Modelled,,,Total
Mexico,MX,MEX,484,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,39.93000031,Total,Units,%,Modelled,,,Total
"Micronesia, Federated States of",FM,FSM,583,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,50.70999908,Female,Units,%,Modelled,,,Total
"Micronesia, Federated States of",FM,FSM,583,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,41.79000092,Male,Units,%,Modelled,,,Total
"Micronesia, Federated States of",FM,FSM,583,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,46.18999863,Total,Units,%,Modelled,,,Total
Mongolia,MN,MNG,496,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.19000053,Female,Units,%,Modelled,,,Total
Mongolia,MN,MNG,496,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.11000061,Male,Units,%,Modelled,,,Total
Mongolia,MN,MNG,496,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17.17000008,Total,Units,%,Modelled,,,Total
Montenegro,ME,MNE,499,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.62999916,Female,Units,%,Modelled,,,Total
Montenegro,ME,MNE,499,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.28000069,Male,Units,%,Modelled,,,Total
Montenegro,ME,MNE,499,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24.200000760000002,Total,Units,%,Modelled,,,Total
Morocco,MA,MAR,504,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,22.799999239999998,Female,Units,%,Modelled,,,Total
Morocco,MA,MAR,504,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,20.36000061,Male,Units,%,Modelled,,,Total
Morocco,MA,MAR,504,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,21.55999947,Total,Units,%,Modelled,,,Total
Mozambique,MZ,MOZ,508,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.14000034,Female,Units,%,Modelled,,,Total
Mozambique,MZ,MOZ,508,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,7.190000057,Male,Units,%,Modelled,,,Total
Mozambique,MZ,MOZ,508,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,8.6700000760000009,Total,Units,%,Modelled,,,Total
Myanmar,MM,MMR,104,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.890000343,Female,Units,%,Modelled,,,Total
Myanmar,MM,MMR,104,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,20.04000092,Male,Units,%,Modelled,,,Total
Myanmar,MM,MMR,104,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.07999992,Total,Units,%,Modelled,,,Total
Namibia,,NAM,516,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.92000008,Female,Units,%,Modelled,,,Total
Namibia,,NAM,516,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.53999996,Male,Units,%,Modelled,,,Total
Namibia,,NAM,516,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.19999981,Total,Units,%,Modelled,,,Total
Nauru,NR,NRU,520,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,58.11999893,Female,Units,%,Modelled,,,Total
Nauru,NR,NRU,520,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,68.12000275,Male,Units,%,Modelled,,,Total
Nauru,NR,NRU,520,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,63.34999847,Total,Units,%,Modelled,,,Total
Nepal,NP,NPL,524,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.72999954,Female,Units,%,Modelled,,,Total
Nepal,NP,NPL,524,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,6.849999905,Male,Units,%,Modelled,,,Total
Nepal,NP,NPL,524,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,8.760000229,Total,Units,%,Modelled,,,Total
Netherlands,NL,NLD,528,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.86999989,Female,Units,%,Modelled,,,Total
Netherlands,NL,NLD,528,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17.53000069,Male,Units,%,Modelled,,,Total
Netherlands,NL,NLD,528,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.71999931,Total,Units,%,Modelled,,,Total
New Zealand,NZ,NZL,554,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,42.54999924,Female,Units,%,Modelled,,,Total
New Zealand,NZ,NZL,554,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,38.04999924,Male,Units,%,Modelled,,,Total
New Zealand,NZ,NZL,554,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,40.25,Total,Units,%,Modelled,,,Total
Nicaragua,NI,NIC,558,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.84000015,Female,Units,%,Modelled,,,Total
Nicaragua,NI,NIC,558,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.06999969,Male,Units,%,Modelled,,,Total
Nicaragua,NI,NIC,558,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.45000076,Total,Units,%,Modelled,,,Total
Niger,NE,NER,562,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,7.25,Female,Units,%,Modelled,,,Total
Niger,NE,NER,562,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,11.100000380000001,Male,Units,%,Modelled,,,Total
Niger,NE,NER,562,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.210000038,Total,Units,%,Modelled,,,Total
Nigeria,NG,NGA,566,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.489999771,Female,Units,%,Modelled,,,Total
Nigeria,NG,NGA,566,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,7.590000153,Male,Units,%,Modelled,,,Total
Nigeria,NG,NGA,566,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,8.520000458,Total,Units,%,Modelled,,,Total
Niue,NU,NIU,570,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,65.86000061,Female,Units,%,Modelled,,,Total
Niue,NU,NIU,570,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,69.94999695,Male,Units,%,Modelled,,,Total
Niue,NU,NIU,570,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,67.79000092,Total,Units,%,Modelled,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,20.36000061,Female,Units,%,Modelled,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.44000053,Male,Units,%,Modelled,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24.54000092,Total,Units,%,Modelled,,,Total
Norway,NO,NOR,578,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,21.299999239999998,Female,Units,%,Modelled,,,Total
Norway,NO,NOR,578,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24.87000084,Male,Units,%,Modelled,,,Total
Norway,NO,NOR,578,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.12999916,Total,Units,%,Modelled,,,Total
Oman,OM,OMN,512,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,36.70000076,Female,Units,%,Modelled,,,Total
Oman,OM,OMN,512,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,42.08000183,Male,Units,%,Modelled,,,Total
Oman,OM,OMN,512,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,39.43999863,Total,Units,%,Modelled,,,Total
Pakistan,PK,PAK,586,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.89999962,Female,Units,%,Modelled,,,Total
Pakistan,PK,PAK,586,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,19.68000031,Male,Units,%,Modelled,,,Total
Pakistan,PK,PAK,586,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,19.299999239999998,Total,Units,%,Modelled,,,Total
Palau,PW,PLW,585,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,49.50999832,Female,Units,%,Modelled,,,Total
Palau,PW,PLW,585,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,52.24000168,Male,Units,%,Modelled,,,Total
Palau,PW,PLW,585,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,50.90999985,Total,Units,%,Modelled,,,Total
Panama,PA,PAN,591,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,42.16999817,Female,Units,%,Modelled,,,Total
Panama,PA,PAN,591,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.94000053,Male,Units,%,Modelled,,,Total
Panama,PA,PAN,591,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,36.93999863,Total,Units,%,Modelled,,,Total
Papua New Guinea,PG,PNG,598,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,42.68000031,Female,Units,%,Modelled,,,Total
Papua New Guinea,PG,PNG,598,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,39.29000092,Male,Units,%,Modelled,,,Total
Papua New Guinea,PG,PNG,598,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,40.90999985,Total,Units,%,Modelled,,,Total
Paraguay,PY,PRY,600,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.73999977,Female,Units,%,Modelled,,,Total
Paraguay,PY,PRY,600,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,30.72999954,Male,Units,%,Modelled,,,Total
Paraguay,PY,PRY,600,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.22999954,Total,Units,%,Modelled,,,Total
Peru,PE,PER,604,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,39.20000076,Female,Units,%,Modelled,,,Total
Peru,PE,PER,604,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.95000076,Male,Units,%,Modelled,,,Total
Peru,PE,PER,604,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,38.56999969,Total,Units,%,Modelled,,,Total
Philippines,PH,PHL,608,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.84000015,Female,Units,%,Modelled,,,Total
Philippines,PH,PHL,608,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.22999954,Male,Units,%,Modelled,,,Total
Philippines,PH,PHL,608,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.59000015,Total,Units,%,Modelled,,,Total
Poland,PL,POL,616,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,19.87000084,Female,Units,%,Modelled,,,Total
Poland,PL,POL,616,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.60000038,Male,Units,%,Modelled,,,Total
Poland,PL,POL,616,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,21.78000069,Total,Units,%,Modelled,,,Total
Portugal,PT,PRT,620,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.12999916,Female,Units,%,Modelled,,,Total
Portugal,PT,PRT,620,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.84000015,Male,Units,%,Modelled,,,Total
Portugal,PT,PRT,620,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.48999977,Total,Units,%,Modelled,,,Total
Puerto Rico,PR,PRI,630,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,38.47000122,Female,Units,%,Modelled,,,Total
Puerto Rico,PR,PRI,630,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.16999817,Male,Units,%,Modelled,,,Total
Puerto Rico,PR,PRI,630,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.79999924,Total,Units,%,Modelled,,,Total
Qatar,QA,QAT,634,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,41.81000137,Female,Units,%,Modelled,,,Total
Qatar,QA,QAT,634,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,54.79999924,Male,Units,%,Modelled,,,Total
Qatar,QA,QAT,634,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,48.25999832,Total,Units,%,Modelled,,,Total
South Korea,KR,KOR,410,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,22.5,Female,Units,%,Modelled,,,Total
South Korea,KR,KOR,410,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,41.72000122,Male,Units,%,Modelled,,,Total
South Korea,KR,KOR,410,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.41999817,Total,Units,%,Modelled,,,Total
"Moldova, Republic of",MD,MDA,498,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.88000011,Female,Units,%,Modelled,,,Total
"Moldova, Republic of",MD,MDA,498,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,19.68000031,Male,Units,%,Modelled,,,Total
"Moldova, Republic of",MD,MDA,498,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.79000092,Total,Units,%,Modelled,,,Total
Romania,RO,ROU,642,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17.93000031,Female,Units,%,Modelled,,,Total
Romania,RO,ROU,642,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,22.79000092,Male,Units,%,Modelled,,,Total
Romania,RO,ROU,642,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,20.40999985,Total,Units,%,Modelled,,,Total
Russian Federation,RU,RUS,643,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.13000011,Female,Units,%,Modelled,,,Total
Russian Federation,RU,RUS,643,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.15999985,Male,Units,%,Modelled,,,Total
Russian Federation,RU,RUS,643,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.69999981,Total,Units,%,Modelled,,,Total
Rwanda,RW,RWA,646,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.78999996,Female,Units,%,Modelled,,,Total
Rwanda,RW,RWA,646,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,3.839999914,Male,Units,%,Modelled,,,Total
Rwanda,RW,RWA,646,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.789999962,Total,Units,%,Modelled,,,Total
Saint Kitts and Nevis,KN,KNA,659,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,42.02999878,Female,Units,%,Modelled,,,Total
Saint Kitts and Nevis,KN,KNA,659,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,42.90000153,Male,Units,%,Modelled,,,Total
Saint Kitts and Nevis,KN,KNA,659,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,42.45999908,Total,Units,%,Modelled,,,Total
Saint Lucia,LC,LCA,662,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,40.56999969,Female,Units,%,Modelled,,,Total
Saint Lucia,LC,LCA,662,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.70000076,Male,Units,%,Modelled,,,Total
Saint Lucia,LC,LCA,662,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,36.54999924,Total,Units,%,Modelled,,,Total
St. Vincent and the Grenadines,VC,VCT,670,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,40.02999878,Female,Units,%,Modelled,,,Total
St. Vincent and the Grenadines,VC,VCT,670,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.04999924,Male,Units,%,Modelled,,,Total
St. Vincent and the Grenadines,VC,VCT,670,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.95999908,Total,Units,%,Modelled,,,Total
Samoa,WS,WSM,882,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,56.29999924,Female,Units,%,Modelled,,,Total
Samoa,WS,WSM,882,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,52.45000076,Male,Units,%,Modelled,,,Total
Samoa,WS,WSM,882,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,54.31000137,Total,Units,%,Modelled,,,Total
Sao Tome and Principe,ST,STP,678,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.43999958,Female,Units,%,Modelled,,,Total
Sao Tome and Principe,ST,STP,678,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.59000015,Male,Units,%,Modelled,,,Total
Sao Tome and Principe,ST,STP,678,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.01000023,Total,Units,%,Modelled,,,Total
Saudi Arabia,SA,SAU,682,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,41.59000015,Female,Units,%,Modelled,,,Total
Saudi Arabia,SA,SAU,682,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,50.20000076,Male,Units,%,Modelled,,,Total
Saudi Arabia,SA,SAU,682,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,45.97999954,Total,Units,%,Modelled,,,Total
Senegal,SN,SEN,686,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.800000191,Female,Units,%,Modelled,,,Total
Senegal,SN,SEN,686,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,5.699999809,Male,Units,%,Modelled,,,Total
Senegal,SN,SEN,686,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,7.730000019,Total,Units,%,Modelled,,,Total
Serbia,RS,SRB,688,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24.97999954,Female,Units,%,Modelled,,,Total
Serbia,RS,SRB,688,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,33.70999908,Male,Units,%,Modelled,,,Total
Serbia,RS,SRB,688,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,29.48999977,Total,Units,%,Modelled,,,Total
Seychelles,SC,SYC,690,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.31999969,Female,Units,%,Modelled,,,Total
Seychelles,SC,SYC,690,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.46999931,Male,Units,%,Modelled,,,Total
Seychelles,SC,SYC,690,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,34.33000183,Total,Units,%,Modelled,,,Total
Sierra Leone,SL,SLE,694,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.14000034,Female,Units,%,Modelled,,,Total
